accession,cluster
GCA_021556665.1,15
GCA_000814975.1,13
GCA_022813785.1,-1
GCF_033458365.1,25
GCA_016758895.1,27
GCA_011392495.1,8
GCF_000151505.1,16
GCA_026026165.1,28
GCA_003614735.1,27
GCA_010203745.1,27
GCA_000965225.2,13
GCA_011058905.1,10
GCA_027577155.1,27
GCF_001078395.1,8
GCA_026023875.1,13
GCF_000003835.1,5
GCA_003788565.2,28
GCA_027579035.1,27
GCA_033220425.1,28
GCA_028011325.1,19
GCA_003795295.1,31
GCA_030867235.1,23
GCA_019925085.1,24
GCA_001683725.1,27
GCA_000230245.1,6
GCA_022606115.1,21
GCA_022627015.2,28
GCA_014065205.1,28
GCF_010093505.1,20
GCA_004920355.1,23
GCF_038497645.1,4
GCA_027578035.1,27
GCA_024863865.1,20
GCA_015852335.1,26
GCA_029282135.1,21
GCA_010094095.1,10
GCF_016861735.1,8
GCA_903819665.1,24
GCA_020726575.1,23
GCF_016647785.1,21
GCA_038497545.1,4
GCA_027627235.1,21
GCA_032989685.1,27
GCA_009193595.1,8
GCA_015529515.1,26
GCA_024195545.1,24
GCA_028011485.1,19
GCA_006535955.1,27
GCA_007821535.1,28
GCA_020726505.1,28
GCA_036418965.1,24
GCF_028009165.1,13
GCA_018994065.1,27
GCF_018340605.1,8
GCA_012182645.1,16
GCA_032206225.1,17
GCA_015484515.1,21
GCA_003691605.1,6
GCA_023646375.1,28
GCA_044049465.1,8
GCA_036287355.1,12
GCA_022830125.1,16
GCF_030913465.1,23
GCA_022627125.1,17
GCA_043643485.1,18
GCA_024741835.1,28
GCA_000513335.1,3
GCA_025766325.1,27
GCA_000530735.1,1
GCA_000003515.2,16
GCA_023701735.1,13
GCA_022606235.1,21
GCA_000004155.2,28
GCF_015039405.1,21
GCA_030036275.1,1
GCF_011745365.1,31
GCA_045785125.1,8
GCF_022478715.1,30
GCF_000150975.2,16
GCF_017655625.1,5
GCA_002287475.2,21
GCA_040143865.1,13
GCA_015847185.1,26
GCA_020744225.1,10
GCA_001857865.1,28
GCA_003097675.1,27
GCA_000507405.3,12
GCA_033117895.1,20
GCA_024761355.1,20
GCA_028827885.1,3
GCA_001720235.1,12
GCF_025528875.1,27
GCA_027596195.1,27
GCA_007993695.1,1
GCA_022578815.1,30
GCA_009299455.1,28
GCA_020536225.1,1
GCF_008629635.2,12
GCA_019207525.1,5
GCA_013416765.1,10
GCA_000827195.1,21
GCA_026023515.1,28
GCA_036320915.1,26
GCA_036429605.1,18
GCF_000464535.1,28
GCA_024663395.1,21
GCF_001027345.1,12
GCA_021524915.1,22
GCF_030435595.1,21
GCA_022432525.1,30
GCA_904859925.1,28
GCA_900099495.1,20
GCA_029603245.1,21
GCF_000225545.1,0
GCA_004307925.1,21
GCA_020744515.1,14
GCA_030142165.1,6
GCA_012934285.1,18
GCF_003184535.1,7
GCA_022385635.1,30
GCA_011074865.2,5
GCA_000697705.1,21
GCF_001481775.2,18
GCA_000813385.1,31
GCA_042257735.1,13
GCA_027946535.1,10
GCA_024663415.1,21
GCA_019157295.1,17
GCA_000150475.2,16
GCA_004155935.1,13
GCF_010015615.1,10
GCF_000298775.1,28
GCA_022606095.1,21
GCA_027919835.1,19
GCA_043234885.1,28
GCF_035610405.1,5
GCF_033439085.1,25
GCA_028826755.1,8
GCF_000271585.1,21
GCA_035135035.1,20
GCA_004917745.1,24
GCA_020800285.1,25
GCA_022497145.1,30
GCA_041381755.1,5
GCA_022376525.1,22
GCA_022432515.1,30
GCF_023758085.1,10
GCA_016772295.1,21
GCA_027604605.1,27
GCF_028827025.1,8
GCA_024195465.1,24
GCA_016584195.1,5
GCA_001245095.1,1
GCA_026025055.1,27
GCA_028828985.1,13
GCA_021432655.1,21
GCA_003369635.1,28
GCF_000687475.1,13
GCA_911175075.1,3
GCA_027575815.1,27
GCA_010405425.1,10
GCF_000026365.1,1
GCF_028827735.1,8
GCF_016758775.1,21
GCF_001983325.1,5
GCF_028828445.1,3
GCA_000784505.1,5
GCF_025094135.1,27
GCF_900007245.1,5
GCA_007168705.1,5
GCA_002219185.1,1
GCA_018360955.1,11
GCA_001855235.1,23
GCA_017366145.1,28
GCA_022829765.1,16
GCA_000149445.2,5
GCA_016584275.1,1
GCA_036427605.1,12
GCA_027578275.1,27
GCA_023159215.1,13
GCA_008692225.1,28
GCA_018855915.1,21
GCF_000968595.1,8
GCA_022160365.1,21
GCA_000622975.1,16
GCA_037044635.1,5
GCA_018857265.1,21
GCA_027942835.1,23
GCA_009769425.1,-1
GCA_003339415.1,18
GCA_036872735.1,0
GCA_001696595.2,8
GCA_027604505.1,27
GCF_014133895.1,1
GCF_010093815.1,9
GCA_949123965.1,1
GCA_023159155.1,30
GCA_008355005.1,12
GCA_040104375.1,30
GCA_015852435.1,26
GCA_020891255.1,26
GCA_014898415.1,28
GCA_030270485.1,8
GCA_019923975.1,24
GCA_020884735.1,21
GCA_026954515.1,27
GCA_004918755.1,-1
GCA_963921865.1,13
GCA_019207585.1,5
GCA_027579215.1,27
GCA_022264855.1,21
GCF_003711515.1,13
GCA_040366295.1,27
GCA_027578215.1,27
GCF_000184105.1,29
GCA_022578955.1,30
GCA_010093805.1,10
GCF_044167205.1,30
GCA_033296695.1,25
GCA_022376555.1,22
GCA_022598595.1,21
GCA_019627725.1,21
GCA_004379285.1,28
GCA_019633535.1,21
GCA_016097885.1,26
GCA_035926095.1,20
GCA_035927985.1,20
GCA_000149645.4,8
GCA_036971655.1,0
GCA_023510055.1,6
GCA_028828895.1,8
GCF_014466165.1,21
GCA_038367545.1,13
GCA_027578755.1,27
GCA_004918525.1,-1
GCA_020746875.1,28
GCA_033439795.1,25
GCA_026055935.1,28
GCF_001500285.1,28
GCF_000151145.1,16
GCA_015502455.1,26
GCA_042604555.1,28
GCA_045820835.1,8
GCA_022606155.1,21
GCF_025433545.1,18
GCF_021015755.1,19
GCA_030685255.1,25
GCF_020137385.1,28
GCA_027627325.1,21
GCF_022376455.1,21
GCA_019627745.1,21
GCF_000732125.1,13
GCA_014925785.1,21
GCA_030020275.1,17
GCA_003675555.2,5
GCA_022814265.1,-1
GCA_027579095.1,27
GCA_000765035.1,21
GCA_037954305.1,18
GCA_003184705.1,8
GCF_003724135.2,23
GCF_001890905.1,8
GCA_001723175.3,8
GCA_029542905.1,6
GCA_035927085.1,28
GCA_025266875.1,27
GCA_026054655.1,28
GCF_000359705.1,10
GCF_001278385.1,6
GCA_900322835.1,6
GCA_028828275.1,8
GCA_002893035.1,23
GCF_003144135.1,6
GCF_002104995.1,27
GCA_025328625.1,23
GCF_039654215.1,13
GCA_028829005.1,3
GCA_009428295.1,6
GCA_004155925.1,13
GCA_023646125.1,28
GCA_015039355.1,21
GCA_030270525.1,8
GCA_021014945.1,21
GCA_041956515.1,25
GCA_012184315.1,0
GCF_027921745.1,28
GCA_038381135.1,9
GCA_015039395.1,21
GCA_000312925.2,28
GCA_025603285.1,27
GCA_046718565.1,21
GCA_023242295.1,31
GCA_946408725.1,1
GCA_027575405.1,27
GCA_018360135.1,11
GCA_023137805.1,7
GCA_027579605.1,27
GCA_003184645.1,7
GCF_024610245.1,5
GCA_015342415.1,21
GCA_022376515.1,22
GCA_015679545.1,26
GCA_000315895.1,5
GCA_004522655.2,-1
GCF_019456465.1,28
GCA_024761685.1,20
GCA_900180425.1,1
GCA_003268315.1,10
GCF_000512565.2,12
GCF_001632365.1,21
GCF_010094085.1,10
GCA_004681135.1,21
GCA_029378395.1,21
GCA_949610675.1,5
GCA_024516145.1,28
GCF_024043175.1,10
GCF_028828155.1,8
GCA_027579055.1,27
GCA_027945595.1,14
GCA_017499595.2,21
GCA_025766275.1,22
GCF_000836435.1,28
GCA_027577175.1,27
GCF_005498985.1,6
GCA_027601485.1,27
GCA_046452455.1,18
GCA_015849305.1,15
GCA_014904945.1,21
GCA_000750875.1,29
GCA_033847395.1,18
GCA_024244235.1,24
GCF_028827555.1,3
GCA_024761985.1,20
GCA_027578135.1,27
GCF_003184595.1,7
GCA_035930045.1,28
GCA_027946425.1,25
GCF_000150825.1,23
GCF_028974065.1,8
GCA_002894145.1,13
GCA_022578535.1,30
GCA_027578015.1,27
GCF_028829775.1,3
GCA_027917485.1,19
GCA_015039315.1,21
GCA_018907675.1,2
GCA_028828935.1,8
GCA_000827265.1,19
GCA_015179125.1,21
GCA_025201895.1,21
GCA_030926145.1,20
GCA_030267665.1,5
GCA_000827465.1,21
GCF_001661415.1,5
GCA_020631695.1,13
GCA_018857305.1,21
GCA_022578945.1,30
GCA_002116315.1,10
GCA_022496185.1,22
GCA_019627685.1,21
GCA_029542845.1,6
GCA_025449115.1,27
GCA_014925845.1,21
GCA_963921875.1,13
GCA_000977895.3,1
GCA_000213195.1,25
GCA_019157275.1,17
GCA_019616945.1,21
GCF_033439725.1,25
GCA_000732565.1,18
GCA_000591435.1,13
GCF_028827265.1,8
GCA_015849275.1,26
GCA_013305495.1,13
GCA_028828825.1,3
GCA_900323505.1,6
GCA_002286715.1,21
GCA_023510035.1,6
GCF_019202705.1,5
GCA_001970855.1,27
GCA_027579955.1,27
GCA_910890315.1,21
GCF_000006445.2,5
GCA_041154705.1,11
GCA_025677825.1,27
GCA_037952775.1,18
GCF_000146945.2,28
GCA_010015745.1,10
GCA_028654355.1,23
GCA_001008285.1,16
GCF_002237265.1,8
GCA_903819485.1,24
GCF_028828045.1,8
GCA_016097935.1,26
GCA_026027345.1,28
GCA_012184295.1,0
GCA_036320705.1,20
GCA_004366825.1,23
GCF_038363985.1,30
GCA_000507425.3,12
GCA_009176455.1,8
GCF_000149685.1,5
GCA_000818155.1,31
GCA_002554575.1,21
GCF_000348985.1,1
GCA_900074905.1,28
GCA_963921885.1,13
GCA_015832375.1,21
GCA_003947005.1,18
GCA_905219615.1,21
GCF_041260175.1,12
GCA_027575725.1,27
GCA_035926925.1,20
GCF_003184765.1,8
GCA_036428585.1,12
GCF_025024155.1,26
GCF_030913485.1,2
GCA_017355575.1,16
GCA_002120325.1,30
GCF_000004155.1,28
GCF_023757995.1,10
GCF_028828195.1,8
GCA_022385805.1,21
GCF_008704595.1,5
GCF_022496945.1,30
GCA_027923605.1,7
GCA_027604645.1,27
GCA_022578715.1,30
GCA_040822045.1,21
GCA_027578515.1,27
GCA_022578605.1,13
GCA_009193485.1,8
GCF_001653265.1,18
GCA_019669835.1,28
GCA_009733575.1,19
GCA_022813965.1,28
GCA_021535285.1,1
GCF_003942205.1,12
GCA_011503125.2,9
GCA_023065755.1,30
GCF_000149925.1,21
GCA_025531835.1,27
GCA_963585935.1,20
GCA_002215755.1,12
GCA_013266205.1,18
GCA_001691755.2,21
GCF_000236905.1,1
GCA_011763565.1,27
GCA_027946355.1,25
GCA_022453505.1,13
GCA_015679695.1,26
GCA_004009835.2,20
GCA_025094155.1,27
GCA_011058865.1,10
GCA_004802695.1,21
GCA_002105025.1,10
GCA_938049765.3,28
GCA_021432625.1,28
GCA_019721275.1,10
GCA_009769445.1,-1
GCA_024195485.1,24
GCA_033807515.1,26
GCF_000149615.1,8
GCF_019434415.1,13
GCA_037672785.1,10
GCA_012959155.1,14
GCA_029282495.1,21
GCA_002072345.1,3
GCA_036320825.1,1
GCA_000241205.2,21
GCA_000446055.1,23
GCA_963923925.1,13
GCA_000750925.1,29
GCA_001658105.1,21
GCF_003851025.1,21
GCA_022578795.1,30
GCA_002220035.1,12
GCA_000770705.1,13
GCA_025594325.1,27
GCF_028974205.1,3
GCF_020726555.1,10
GCA_019616345.1,21
GCA_027575325.1,27
GCA_010093705.1,28
GCA_013365125.1,5
GCF_036850825.1,5
GCA_033296685.1,25
GCA_025433555.1,18
GCF_000497045.1,6
GCA_022578965.1,30
GCA_000750815.1,29
GCA_036426225.1,12
GCA_002234975.2,8
GCF_010015735.1,10
GCA_022385745.1,21
GCA_019632295.1,21
GCA_019633485.1,21
GCA_033807495.1,26
GCA_963921855.1,13
GCA_001682635.1,13
GCA_027602005.1,27
GCA_002922495.1,21
GCA_025716815.1,27
GCF_000143105.1,25
GCA_000238015.2,28
GCA_025433615.1,18
GCA_023646325.1,28
GCF_000204055.1,21
GCA_006535975.1,27
GCA_027575805.1,27
GCA_004917595.1,24
GCA_027886305.1,19
GCA_022749175.1,6
GCA_036852665.1,13
GCA_002072255.1,3
GCA_029204075.1,21
GCA_005406065.1,5
GCA_029281495.1,21
GCA_010093715.1,10
GCF_035222275.1,25
GCF_016628075.1,21
GCA_014925795.1,21
GCA_010093515.1,16
GCA_007866325.1,13
GCA_004155055.1,13
GCA_030411725.1,25
GCA_025329375.1,23
GCF_035927105.1,28
GCA_949124705.1,1
GCA_001708105.1,5
GCA_041146515.1,9
GCF_002742065.1,20
GCF_010093535.1,10
GCA_015502465.1,26
GCA_022478815.1,30
GCF_020360975.1,18
GCA_023168085.2,18
GCA_021436945.2,9
GCA_001373355.1,21
GCA_014176175.1,5
GCA_902728275.1,21
GCA_019677355.1,21
GCA_004786125.1,28
GCA_029378375.1,21
GCA_014065215.1,28
GCF_028829765.1,8
GCA_030413865.1,2
GCF_000292625.1,21
GCA_014235945.1,23
GCA_027600685.1,27
GCA_025433565.1,18
GCF_000182895.1,21
GCA_038380875.1,9
GCA_002104905.1,27
GCA_011763755.1,27
GCA_030708105.1,13
GCA_040760105.1,2
GCF_963989305.1,5
GCA_003073855.1,10
GCA_028827775.1,8
GCA_038497515.1,4
GCF_028828495.1,8
GCA_027574695.1,8
GCA_001006365.1,31
GCA_029218145.1,13
GCA_026026815.1,28
GCA_000469055.2,21
GCA_023646055.1,28
GCA_027886755.1,19
GCA_041438165.1,27
GCA_002894225.1,13
GCA_001890745.1,7
GCA_021365295.1,28
GCF_028827665.1,8
GCA_900074895.1,28
GCA_001511075.1,8
GCF_036810445.1,12
GCA_028828565.1,8
GCA_003788615.2,28
GCF_028974085.1,13
GCA_027596045.1,21
GCA_022606195.1,21
GCA_006535965.1,27
GCA_027578595.1,27
GCA_000401635.1,27
GCA_030512285.1,25
GCA_022578575.1,30
GCA_018994095.1,23
GCA_033675105.1,25
GCA_002838845.1,13
GCF_000149425.1,5
GCA_020747045.1,10
GCF_019609905.1,14
GCA_027577015.1,27
GCA_911649665.1,28
GCA_905219585.1,21
GCA_016584185.1,1
GCA_022814315.1,28
GCA_030039245.1,12
GCA_029747595.1,21
GCA_032173475.1,21
GCA_006981985.1,13
GCA_019364595.1,21
GCA_001600855.1,12
GCA_030553215.1,20
GCA_043234805.1,28
GCA_041154725.1,11
GCA_000151175.1,16
GCA_025201845.1,27
GCF_000365165.1,28
GCA_013396205.1,13
GCA_022376435.1,21
GCF_025399195.1,27
GCA_025558095.1,27
GCA_017639385.1,5
GCA_001636795.1,13
GCA_018282135.1,14
GCA_040207205.1,21
GCA_026026795.1,28
GCA_027578315.1,27
GCA_001691775.3,21
GCA_900007135.1,5
GCA_025558075.1,15
GCA_013266195.1,18
GCA_008065275.1,12
GCA_008522505.1,21
GCA_003615155.1,17
GCA_001263195.1,21
GCA_027945495.1,18
GCA_015501075.1,21
GCF_001890125.1,8
GCA_022829195.1,30
GCA_003260565.1,28
GCA_035135055.1,20
GCF_000003125.1,8
GCA_027578535.1,27
GCA_019332025.1,5
GCA_000835435.1,28
GCA_027577815.1,27
GCA_018858115.1,21
GCA_900519155.1,6
GCA_001636815.1,13
GCF_902498895.1,5
GCA_000827485.1,21
GCA_024184665.2,24
GCA_000350065.2,23
GCA_027603945.1,15
GCA_030039275.1,12
GCA_042370945.1,8
GCF_014461135.1,21
GCA_030462715.1,6
GCA_030061875.1,8
GCF_024043155.1,10
GCA_004369125.1,21
GCF_019207285.1,5
GCA_016097865.1,26
GCA_025399215.1,27
GCA_013396095.1,17
GCF_000150705.2,16
GCF_001723175.1,8
GCA_029378255.1,21
GCA_000732775.1,18
GCA_036810365.1,12
GCF_002117355.1,21
GCA_000507885.2,12
GCF_002849105.1,8
GCA_900536885.1,21
GCA_027946385.1,18
GCF_002847465.1,8
GCF_000315875.1,5
GCA_038362885.1,30
GCA_013421405.2,8
GCA_001638945.1,27
GCA_000978885.1,30
GCA_038381155.1,9
GCA_001702695.2,17
GCF_014898465.1,28
GCF_024521655.1,13
GCA_003369665.1,28
GCF_025602895.1,27
GCA_033220655.1,10
GCA_024761825.1,20
GCA_009982845.1,24
GCA_964291815.1,27
GCA_949125755.1,1
GCA_028584115.1,10
GCA_000151335.1,16
GCA_030270345.1,9
GCA_000167675.2,13
GCA_905337335.1,18
GCF_033297405.1,25
GCA_030553275.1,20
GCA_035926885.1,28
GCA_022579005.1,30
GCA_027917575.1,19
GCF_020647865.1,18
GCF_000938715.1,1
GCA_015502475.1,26
GCA_900157425.1,21
GCA_016097855.1,26
GCA_040256725.1,27
GCA_004917605.1,24
GCA_010583015.1,28
GCA_027579525.1,27
GCA_030553405.1,20
GCF_000226545.1,25
GCA_030411835.1,20
GCA_026319215.1,23
GCA_028828335.1,8
GCA_022836555.1,23
GCA_000334475.1,6
GCA_001268145.1,23
GCF_000300555.1,21
GCF_030913505.1,2
GCA_031834405.1,17
GCA_015178975.1,21
GCA_023645845.1,28
GCA_900343105.1,25
GCA_963674455.1,20
GCA_025502635.1,13
GCA_040143965.1,27
GCA_016808415.1,8
GCA_000730325.1,18
GCA_010093685.1,10
GCA_011058875.1,13
GCA_014905795.1,5
GCA_004918065.1,-1
GCA_013365045.1,5
GCA_027579765.1,21
GCA_026229895.1,23
GCA_013266175.1,17
GCA_019924955.1,24
GCA_043229235.1,16
GCF_000835505.1,28
GCA_040412205.1,25
GCA_003014415.1,5
GCF_038363865.1,30
GCA_027604685.1,15
GCF_035222475.1,25
GCF_001646965.1,28
GCA_027604105.1,15
GCA_014898675.1,21
GCA_029542885.1,6
GCA_019616915.1,21
GCA_001566295.1,30
GCA_023748735.1,6
GCA_042257625.1,31
GCA_015680635.1,26
GCA_023646075.1,28
GCA_022578595.1,30
GCF_011692745.1,16
GCA_020647635.1,13
GCA_029991855.1,1
GCA_028827375.1,3
GCF_001773325.1,3
GCA_004154745.1,10
GCA_029204335.1,21
GCA_027595825.1,27
GCF_038021145.1,9
GCA_903819635.1,24
GCA_025526935.1,27
GCA_037102705.1,5
GCA_032988985.1,16
GCA_027923925.1,7
GCA_027576995.1,27
GCA_947370325.1,1
GCA_030267865.1,5
GCA_002916505.1,18
GCF_000804445.1,13
GCA_038497395.1,4
GCA_022592445.1,21
GCA_001445595.3,13
GCA_004918905.1,-1
GCF_000271645.1,12
GCA_016098135.1,26
GCA_002008075.1,5
GCA_001268165.1,23
GCF_022114955.1,13
GCA_027578915.1,27
GCA_951284595.1,10
GCA_043229245.1,16
GCF_038363925.1,30
GCA_015852385.1,26
GCA_037102785.1,1
GCA_022160305.1,21
GCF_000836115.1,28
GCA_027945245.1,14
GCA_027576955.1,27
GCA_000151295.1,27
GCA_007994515.1,17
GCF_010093885.1,9
GCA_027575665.1,27
GCA_016098085.1,26
GCA_002008085.1,5
GCA_016628065.1,21
GCF_029851405.1,27
GCA_024761265.1,20
GCA_002083735.1,27
GCA_029542965.1,6
GCA_905359455.1,14
GCA_001645015.2,6
GCA_007825375.1,28
GCA_010094025.1,28
GCA_036971715.1,0
GCA_025329385.1,23
GCA_027578675.1,27
GCA_003016335.1,10
GCA_023645945.1,13
GCA_000986665.1,8
GCA_014872705.1,21
GCA_040437605.1,21
GCA_004768765.1,0
GCF_001661265.1,8
GCA_023508785.1,21
GCA_041438035.1,21
GCA_009014675.2,8
GCF_016861865.1,8
GCA_016758945.1,27
GCA_023646255.1,28
GCA_033807475.1,26
GCA_000827425.1,21
GCA_000832265.1,21
GCA_030553435.1,20
GCA_900091695.1,20
GCA_002591395.1,18
GCA_002572885.1,16
GCA_003012285.1,14
GCF_001672515.1,23
GCA_013368445.1,21
GCA_003693665.1,28
GCA_000347355.1,11
GCA_042186575.1,13
GCA_000750745.1,29
GCA_003144235.1,6
GCA_022496225.1,22
GCA_013305925.1,5
GCF_023758075.1,10
GCA_027579075.1,27
GCA_029590625.1,27
GCF_019112545.1,21
GCA_022592435.1,21
GCA_022814065.1,28
GCF_030549165.1,25
GCA_900184115.1,20
GCA_004917825.1,24
GCA_027600645.1,27
GCF_013396075.1,17
GCF_000243375.1,1
GCF_025118155.1,27
GCF_003444635.1,28
GCA_000151125.2,16
GCA_016098155.1,26
GCA_027600675.1,27
GCA_010093995.1,24
GCA_004379715.1,21
GCA_001883825.1,16
GCA_029204085.1,21
GCA_007821545.1,28
GCA_000820885.1,1
GCA_001747045.1,1
GCA_010015725.1,10
GCA_036320695.1,20
GCF_001664035.1,5
GCA_020726445.1,25
GCA_000151035.1,16
GCA_038497675.1,4
GCA_000835395.1,28
GCA_023848605.1,24
GCA_000827325.1,28
GCA_022385695.1,30
GCA_027579295.1,27
GCA_001653215.1,13
GCA_015679515.1,26
GCA_038380885.1,9
GCA_033297235.1,25
GCA_024761805.1,20
GCF_000002945.2,28
GCA_027579175.1,27
GCF_002105105.1,28
GCA_027604305.1,27
GCA_000190215.1,1
GCA_044063575.1,2
GCA_027627405.1,21
GCA_019359905.1,5
GCA_905219635.1,21
GCF_045282275.1,1
GCA_029281435.1,21
GCA_030864385.1,12
GCA_000977715.4,1
GCA_010015675.1,10
GCA_030867335.1,23
GCA_003614705.1,27
GCA_023645825.1,28
GCA_027577555.1,27
GCA_013368315.1,21
GCF_020726525.1,30
GCA_023646045.1,8
GCA_005350895.1,23
GCF_028827245.1,8
GCA_028827865.1,8
GCA_026026765.1,28
GCA_015499995.1,21
GCA_022829885.1,16
GCA_016695485.1,21
GCA_002892985.1,23
GCF_000091045.1,12
GCA_018857285.1,21
GCA_022495065.1,30
GCA_022385595.1,30
GCA_027579135.1,27
GCA_009078325.1,21
GCA_006981975.1,13
GCA_022264835.1,21
GCA_022385605.1,13
GCA_021432635.1,30
GCA_025201725.1,27
GCA_001662645.1,29
GCA_037102755.1,24
GCA_006783085.1,23
GCA_012932025.1,14
GCA_903819465.1,24
GCA_022606215.1,21
GCA_042370655.1,13
GCA_008704415.1,28
GCA_014904835.1,21
GCF_000003515.1,16
GCA_000968835.1,1
GCA_027924065.1,7
GCA_002850765.1,8
GCA_020002365.1,13
GCA_002382835.1,8
GCA_027579485.1,27
GCA_017310585.1,16
GCA_015342435.1,21
GCF_000836275.1,28
GCA_018856295.1,21
GCA_033807595.1,20
GCA_009176345.1,8
GCA_035927225.1,27
GCA_900000165.1,6
GCA_000302655.1,9
GCA_003990765.1,27
GCA_033297225.1,25
GCA_025331445.1,27
GCA_014621405.1,18
GCA_040142845.1,8
GCA_012932015.1,17
GCA_022497025.1,30
GCF_003144115.1,6
GCA_012979565.1,21
GCF_030384665.1,5
GCA_010723835.1,8
GCF_022343315.1,10
GCA_027604465.1,27
GCA_000986645.1,8
GCF_000265015.1,21
GCA_902085965.1,13
GCA_027574685.1,27
GCA_022606255.1,21
GCA_018360365.1,11
GCA_027579315.1,27
GCA_035926935.1,28
GCA_026954905.1,1
GCA_020744275.1,9
GCA_003614675.1,27
GCA_016098165.1,26
GCA_027478255.1,27
GCF_019915245.1,17
GCA_022813035.1,21
GCA_001662605.1,29
GCA_023758125.1,10
GCA_015178965.1,22
GCA_027575335.1,27
GCF_028829465.1,3
GCA_027575855.1,15
GCA_030549175.1,25
GCA_022385755.1,21
GCF_019321695.1,31
GCA_009194965.1,-1
GCA_013266265.1,14
GCA_004126415.1,21
GCA_902074915.1,18
GCA_001191545.1,10
GCA_025765615.1,27
GCA_027578475.1,15
GCF_000151645.1,28
GCF_000221225.1,25
GCA_001592805.2,20
GCA_900074745.1,1
GCF_025024165.1,27
GCA_013396015.1,17
GCA_003013795.1,24
GCA_021176775.1,13
GCA_012931995.1,18
GCA_022695755.1,30
GCA_027578115.1,27
GCA_021365275.1,13
GCA_009938135.1,6
GCA_002072425.1,3
GCA_027604725.1,27
GCA_025201765.1,30
GCF_024043145.1,10
GCA_025782845.1,21
GCF_029203305.1,5
GCF_001831195.1,2
GCA_000182565.2,27
GCA_004802725.1,21
